Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,150.229996,169.539993,150.000000,154.660004,149.324707,6888000
2020-03-17,157.000000,166.740005,150.000000,158.669998,153.196350,6876300
2020-03-18,150.000000,155.970001,135.410004,140.020004,135.189713,9543200
2020-03-19,137.380005,152.490005,130.850006,149.490005,144.333054,6548200
2020-03-20,148.990005,149.190002,138.289993,138.410004,133.635284,7561300
2020-03-23,136.029999,141.940002,133.259995,134.970001,130.313950,5472600
2020-03-24,144.320007,153.899994,143.630005,153.600006,148.301270,6647400
2020-03-25,154.600006,162.210007,145.320007,155.130005,149.778488,8587800
2020-03-26,156.369995,167.660004,154.309998,165.789993,160.070740,6762200
2020-03-27,159.080002,163.729996,157.000000,158.339996,152.877747,4186700
2020-03-30,158.520004,160.429993,153.179993,159.619995,154.113571,4152800
2020-03-31,158.130005,161.100006,153.720001,154.589996,149.257111,3588200
2020-04-01,146.100006,149.570007,145.000000,145.289993,140.277939,4689100
2020-04-02,143.020004,150.449997,141.669998,149.929993,144.757843,4446900
2020-04-03,149.199997,150.919998,145.229996,146.929993,141.861359,2801600
2020-04-06,155.470001,158.929993,153.770004,158.229996,152.771545,4689400
2020-04-07,166.000000,169.139999,162.449997,166.020004,160.292847,4953500
2020-04-08,168.550003,178.100006,168.550003,176.960007,170.855408,5194800
2020-04-09,180.580002,187.330002,179.770004,184.259995,177.903564,6445800
2020-04-13,183.850006,184.970001,179.130005,179.179993,172.998825,4774300
2020-04-14,182.350006,183.380005,174.539993,178.229996,172.081589,4149600
2020-04-15,170.630005,181.679993,169.149994,178.520004,172.361588,6042700
2020-04-16,177.220001,178.440002,172.389999,177.039993,170.932663,4662200
2020-04-17,183.490005,185.279999,178.289993,183.490005,177.160156,5426700
2020-04-20,179.699997,186.320007,178.020004,180.399994,174.176743,4674800
2020-04-21,175.440002,179.199997,173.660004,173.809998,167.814072,3819000
2020-04-22,177.500000,178.179993,174.470001,175.979996,169.909225,2314500
2020-04-23,177.000000,179.070007,174.449997,175.050003,169.011307,2013300
2020-04-24,177.000000,177.949997,173.490005,177.000000,170.894043,2024400
2020-04-27,179.100006,184.250000,178.720001,183.539993,177.208420,2743100
2020-04-28,189.160004,190.419998,184.869995,187.009995,180.558685,3344700
2020-04-29,192.610001,193.720001,189.570007,190.029999,183.474533,3086300
2020-04-30,186.000000,187.550003,182.899994,183.419998,177.092560,2695400
2020-05-01,179.000000,179.600006,176.649994,177.100006,170.990601,2650200
2020-05-04,175.000000,176.309998,171.720001,176.029999,169.957489,2990100
2020-05-05,179.100006,182.600006,178.139999,178.300003,172.149170,3272600
2020-05-06,179.679993,181.199997,175.210007,176.919998,170.816788,2408700
2020-05-07,179.179993,183.380005,179.179993,182.320007,176.030502,2480100
2020-05-08,185.029999,185.910004,182.740005,185.389999,178.994614,2277500
2020-05-11,182.539993,184.850006,181.259995,183.160004,176.841522,2212200
2020-05-12,183.889999,184.300003,176.750000,177.210007,171.096786,3549200
2020-05-13,175.660004,176.880005,170.759995,171.800003,165.873428,3445300
2020-05-14,169.039993,174.779999,165.360001,174.449997,168.431992,4176700
2020-05-15,173.479996,174.089996,170.580002,171.869995,165.940979,2867800
2020-05-18,177.710007,183.100006,175.240005,181.880005,175.605698,4505800
2020-05-19,180.559998,182.190002,177.720001,177.830002,171.695404,2210500
2020-05-20,180.949997,183.830002,180.300003,181.440002,175.180862,2599900
2020-05-21,180.199997,181.169998,177.679993,180.100006,173.887100,2153500
2020-05-22,180.029999,180.639999,178.059998,179.929993,173.722946,2176400
2020-05-26,185.630005,197.100006,185.220001,196.059998,189.296509,5971200
2020-05-27,203.000000,210.710007,200.009995,209.660004,202.427338,8182100
2020-05-28,210.839996,211.309998,201.210007,201.220001,194.278534,4886100
2020-05-29,197.229996,200.919998,194.649994,196.490005,190.897568,3822600
2020-06-01,197.309998,201.770004,195.119995,199.929993,194.239639,2230800
2020-06-02,203.770004,206.500000,201.320007,204.139999,198.329834,4128700
2020-06-03,208.490005,211.929993,206.429993,210.570007,204.576813,3471900
2020-06-04,208.789993,214.990005,207.960007,214.820007,208.705856,3522300
2020-06-05,222.000000,222.979996,217.660004,217.919998,211.717621,4737600
2020-06-08,220.020004,222.259995,218.240005,220.809998,214.525375,3260300
2020-06-09,215.740005,220.020004,215.160004,218.100006,211.892517,2478400
2020-06-10,217.389999,219.850006,212.800003,213.520004,207.442871,3091200
2020-06-11,204.699997,206.899994,194.020004,194.130005,188.604736,4923400
2020-06-12,200.619995,202.940002,196.210007,201.779999,196.036987,3380800
2020-06-15,195.729996,206.990005,195.149994,206.309998,200.438049,3467400
2020-06-16,214.979996,214.979996,203.729996,209.589996,203.624710,3099100
2020-06-17,210.000000,210.789993,205.440002,206.190002,200.321487,1798300
2020-06-18,203.990005,207.259995,202.669998,203.839996,198.038361,2051700
2020-06-19,207.050003,207.419998,200.970001,201.630005,195.891266,4962400
2020-06-22,200.990005,204.580002,200.000000,203.419998,197.630325,1806900
2020-06-23,206.500000,207.509995,203.639999,204.779999,198.951630,2451800
2020-06-24,202.339996,202.610001,197.380005,198.020004,192.384018,2756700
2020-06-25,197.860001,207.389999,197.610001,207.100006,201.205582,3466500
2020-06-26,199.000000,200.240005,188.509995,189.190002,183.805328,9530700
2020-06-29,191.380005,193.899994,188.660004,193.470001,187.963516,3736000
2020-06-30,193.839996,198.410004,193.619995,197.619995,191.995392,3102800
2020-07-01,198.880005,199.740005,195.520004,197.570007,191.946838,2620100
2020-07-02,202.500000,203.000000,197.130005,197.399994,191.781647,2699400
2020-07-06,201.339996,207.789993,201.130005,207.360001,201.458191,3567700
2020-07-07,205.500000,205.710007,199.190002,199.360001,193.685883,2853500
2020-07-08,199.539993,203.250000,199.020004,202.250000,196.493637,2789700
2020-07-09,202.110001,202.500000,195.000000,196.830002,191.227875,3160100
2020-07-10,196.869995,206.320007,196.830002,205.559998,199.709427,4414800
2020-07-13,209.000000,212.979996,207.000000,208.880005,202.934921,4449600
2020-07-14,211.429993,214.300003,207.009995,214.009995,207.918915,5202000
2020-07-15,224.369995,225.240005,214.690002,216.899994,210.726654,12516700
2020-07-16,213.509995,220.460007,213.500000,214.669998,208.560104,5769600
2020-07-17,214.899994,215.169998,211.250000,211.410004,205.392914,3614300
2020-07-20,210.729996,213.169998,210.250000,211.710007,205.684372,2268700
2020-07-21,212.250000,213.809998,210.389999,212.020004,205.985580,3393500
2020-07-22,210.500000,211.000000,205.350006,206.000000,200.136871,4978400
2020-07-23,205.100006,206.020004,202.050003,203.020004,197.241714,4088600
2020-07-24,203.000000,204.929993,201.320007,201.470001,195.735825,3191500
2020-07-27,200.100006,204.179993,199.589996,203.020004,197.241714,2601200
2020-07-28,201.910004,203.600006,201.089996,201.619995,195.881561,2139600
2020-07-29,201.699997,203.889999,199.619995,202.580002,196.814224,2635000
2020-07-30,199.500000,199.990005,196.300003,199.529999,193.851028,3057900
2020-07-31,199.839996,199.839996,196.509995,197.960007,192.325729,2399700
2020-08-03,198.490005,199.880005,196.529999,199.389999,193.715027,2294600
2020-08-04,199.350006,201.720001,198.479996,201.639999,195.900970,1944700
2020-08-05,203.169998,204.809998,203.009995,204.520004,198.699036,2232400
2020-08-06,205.000000,206.289993,203.830002,204.250000,198.436707,1882400
2020-08-07,203.479996,208.800003,202.449997,208.270004,202.342285,3075000
2020-08-10,209.589996,210.639999,208.039993,209.380005,203.420685,2432800
2020-08-11,212.720001,216.949997,210.529999,211.059998,205.052872,4042700
2020-08-12,214.699997,215.949997,209.270004,212.130005,206.092422,2439400
2020-08-13,210.410004,212.199997,207.690002,208.389999,202.458862,2219900
2020-08-14,207.460007,209.479996,206.610001,207.970001,202.050827,2287600
2020-08-17,207.000000,207.850006,202.529999,203.070007,197.290298,3922600
2020-08-18,203.449997,203.580002,201.100006,201.309998,195.580383,3067900
2020-08-19,202.399994,206.100006,201.770004,203.020004,197.241714,2458500
2020-08-20,200.759995,203.279999,200.339996,201.850006,196.105011,1764200
2020-08-21,200.110001,203.350006,199.820007,202.429993,196.668472,1780900
2020-08-24,203.110001,207.429993,201.320007,207.339996,201.438751,3097400
2020-08-25,209.990005,210.490005,205.169998,206.000000,200.136871,2627600
2020-08-26,205.889999,207.279999,205.029999,207.220001,201.322174,2563200
2020-08-27,206.679993,213.000000,206.410004,210.149994,204.168762,3692400
2020-08-28,211.889999,212.000000,207.089996,207.710007,201.798233,3697400
2020-08-31,205.500000,206.410004,203.630005,204.869995,200.244110,3046200
2020-09-01,203.600006,206.710007,203.009995,205.460007,200.820801,2457000
2020-09-02,205.789993,210.929993,205.369995,210.039993,205.297379,3565200
2020-09-03,211.750000,215.229996,205.830002,207.559998,202.873383,3533500
2020-09-04,210.889999,213.350006,205.320007,210.940002,206.177063,3668900
2020-09-08,209.509995,209.960007,201.270004,202.479996,197.908081,4574700
2020-09-09,204.190002,204.830002,202.029999,202.220001,197.653946,4681400
2020-09-10,203.729996,205.350006,199.550003,200.009995,195.493835,2510300
2020-09-11,200.240005,201.910004,198.949997,200.919998,196.383301,2376400
2020-09-14,203.300003,203.300003,200.669998,201.339996,196.793808,2756900
2020-09-15,202.000000,202.589996,197.979996,198.000000,193.529251,3717600
2020-09-16,198.490005,203.800003,198.070007,200.679993,196.148727,3571400
