Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,140.000000,149.350006,135.000000,135.419998,133.249512,87905900
2020-03-17,140.000000,147.500000,135.000000,146.570007,144.220825,81059800
2020-03-18,138.000000,146.000000,135.020004,140.399994,138.149719,81593200
2020-03-19,142.770004,150.149994,139.000000,142.710007,140.422684,85922700
2020-03-20,146.000000,147.100006,135.860001,137.350006,135.148590,84866200
2020-03-23,137.009995,140.570007,132.520004,135.979996,133.800537,78975200
2020-03-24,143.750000,149.600006,141.270004,148.339996,145.962433,82516700
2020-03-25,148.910004,154.330002,144.440002,146.919998,144.565186,75638200
2020-03-26,148.399994,156.660004,148.369995,156.110001,153.607925,64568100
2020-03-27,151.750000,154.889999,149.199997,149.699997,147.300629,57042300
2020-03-30,152.440002,160.600006,150.009995,160.229996,157.661850,63420300
2020-03-31,159.399994,164.779999,156.559998,157.710007,155.182251,77927200
2020-04-01,153.000000,157.750000,150.820007,152.110001,149.671997,57969900
2020-04-02,151.860001,155.479996,150.360001,155.259995,152.771515,49630700
2020-04-03,155.100006,157.380005,152.190002,153.830002,151.364441,41243300
2020-04-06,160.320007,166.500000,157.580002,165.270004,162.621078,67111700
2020-04-07,169.589996,170.000000,163.259995,163.490005,160.869614,62769000
2020-04-08,165.669998,166.669998,163.500000,165.130005,162.483353,48318200
2020-04-09,166.360001,167.369995,163.330002,165.139999,162.493179,51385100
2020-04-13,164.350006,165.570007,162.300003,165.509995,162.857224,41905300
2020-04-14,169.000000,173.750000,168.000000,173.699997,170.915970,52874300
2020-04-15,171.199997,173.570007,169.240005,171.880005,169.125168,40940800
2020-04-16,174.300003,177.279999,172.899994,177.039993,174.202423,50479600
2020-04-17,179.500000,180.000000,175.869995,178.600006,175.737442,52765600
2020-04-20,176.630005,178.750000,174.990005,175.059998,172.254166,36669600
2020-04-21,173.500000,173.669998,166.110001,167.820007,165.130219,56203700
2020-04-22,171.389999,174.000000,170.820007,173.520004,170.738876,34620200
2020-04-23,174.110001,175.059998,170.910004,171.419998,168.672531,32790800
2020-04-24,172.059998,174.559998,170.710007,174.550003,171.752365,34277600
2020-04-27,176.589996,176.899994,173.300003,174.050003,171.260376,33194400
2020-04-28,175.589996,175.669998,169.389999,169.809998,167.088333,34392700
2020-04-29,173.220001,177.679993,171.880005,177.429993,174.586182,51286600
2020-04-30,180.000000,180.399994,176.229996,179.210007,176.337662,53875900
