Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,129.860001,135.500000,128.009995,130.910004,123.435387,7440800
2020-03-17,131.940002,136.770004,129.610001,134.440002,126.763824,6535400
2020-03-18,128.460007,139.369995,128.389999,137.020004,129.196487,6860400
2020-03-19,137.710007,140.179993,132.929993,137.509995,129.658524,6365700
2020-03-20,138.070007,139.240005,122.709999,124.889999,117.759102,9589200
2020-03-23,128.160004,128.399994,114.040001,117.870003,111.139931,7934300
2020-03-24,122.290001,133.449997,121.000000,132.720001,125.142021,9311700
2020-03-25,133.149994,134.690002,126.800003,131.539993,124.029388,7742500
2020-03-26,131.789993,136.380005,130.610001,136.179993,128.404465,6717000
2020-03-27,132.830002,137.070007,130.910004,133.240005,125.632347,4262300
2020-03-30,132.250000,138.009995,131.059998,137.740005,129.875412,3869500
2020-03-31,135.690002,139.440002,135.679993,136.509995,128.715622,3613700
2020-04-01,132.000000,135.839996,131.009995,133.139999,125.538055,3777600
2020-04-02,132.360001,138.210007,132.100006,137.910004,130.035690,3990300
2020-04-03,136.009995,137.440002,132.899994,133.789993,126.150940,3588300
2020-04-06,137.860001,141.250000,136.899994,140.699997,132.666397,5639700
2020-04-07,147.500000,150.639999,144.399994,144.600006,136.343719,5496300
2020-04-08,145.729996,149.720001,143.910004,148.990005,140.483063,3071100
2020-04-09,148.460007,149.729996,146.539993,147.779999,139.342148,4783700
2020-04-13,147.500000,148.580002,145.300003,146.399994,138.040924,2642300
2020-04-14,149.619995,150.979996,148.050003,150.139999,141.567383,3318400
2020-04-15,148.190002,148.550003,144.899994,145.160004,136.871750,3043900
2020-04-16,145.270004,146.449997,143.229996,144.899994,136.626572,4170400
2020-04-17,147.440002,148.500000,144.800003,146.460007,138.097519,5393100
2020-04-20,144.750000,147.020004,143.649994,143.669998,135.466827,2893000
2020-04-21,142.250000,142.770004,140.500000,141.630005,133.543304,2331100
2020-04-22,143.360001,144.479996,141.710007,143.610001,135.410248,2749600
2020-04-23,144.580002,147.580002,143.880005,144.330002,136.089127,2585300
2020-04-24,145.169998,147.339996,144.309998,147.000000,138.606674,2247100
2020-04-27,148.000000,154.490005,147.889999,153.649994,144.876984,4644900
2020-04-28,160.029999,163.080002,155.199997,157.610001,148.610886,8294100
2020-04-29,158.539993,160.220001,155.169998,156.259995,147.337952,3987100
2020-04-30,154.309998,154.940002,151.750000,151.919998,143.245758,3667800
2020-05-01,149.300003,150.039993,147.729996,148.600006,140.115326,2926400
2020-05-04,148.539993,148.559998,146.059998,148.399994,139.926727,2229800
2020-05-05,149.889999,150.000000,147.100006,147.429993,139.012115,2269200
2020-05-06,147.789993,148.169998,145.990005,146.199997,137.852356,2168600
2020-05-07,147.699997,147.850006,144.899994,145.740005,137.418625,2800800
2020-05-08,147.080002,149.179993,146.380005,148.509995,140.030457,2169700
2020-05-11,147.820007,147.960007,145.589996,145.729996,137.409195,3034600
2020-05-12,146.550003,147.220001,141.449997,141.520004,133.439590,3030000
2020-05-13,140.710007,140.729996,135.000000,136.119995,128.347885,4806000
2020-05-14,135.000000,136.149994,131.119995,135.990005,128.225327,5897700
2020-05-15,134.529999,138.869995,134.199997,138.690002,130.771164,10113700
2020-05-18,143.160004,149.720001,142.509995,149.270004,140.747070,6017100
2020-05-19,148.500000,151.649994,147.369995,148.380005,139.907898,4059900
2020-05-20,149.869995,151.429993,148.830002,149.679993,141.133636,3428800
2020-05-21,147.740005,148.639999,145.339996,145.809998,138.848251,2789100
2020-05-22,145.740005,146.639999,144.600006,146.440002,139.448166,2661400
2020-05-26,150.429993,152.979996,149.199997,152.080002,144.818893,4616300
2020-05-27,153.990005,158.160004,153.339996,158.149994,150.599045,6056300
2020-05-28,158.710007,159.869995,154.130005,156.820007,149.332581,6730700
2020-05-29,155.500000,156.869995,153.050003,156.440002,148.970703,8632200
2020-06-01,155.949997,157.550003,154.889999,155.580002,148.151764,2083400
2020-06-02,156.750000,158.600006,156.630005,157.639999,150.113419,2333800
2020-06-03,159.350006,161.660004,158.520004,161.210007,153.512955,3674300
2020-06-04,159.759995,162.580002,159.179993,162.550003,154.788986,2880700
