Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,157.100006,161.919998,147.630005,149.009995,143.018097,9341300
2020-03-17,148.020004,149.479996,135.000000,147.619995,141.683960,13708200
2020-03-18,137.500000,141.710007,124.230003,137.300003,131.778961,12627600
2020-03-19,135.199997,154.839996,128.210007,149.500000,143.488373,12773400
2020-03-20,153.589996,161.539993,147.770004,148.490005,142.518982,12000000
2020-03-23,142.949997,153.210007,136.500000,137.100006,131.587006,10660400
2020-03-24,149.000000,162.979996,146.100006,161.949997,155.437729,11678400
2020-03-25,165.000000,171.360001,159.220001,162.979996,156.426315,9708700
2020-03-26,163.990005,170.929993,161.000000,167.350006,160.620605,8259900
2020-03-27,162.779999,169.740005,159.220001,164.009995,157.414886,6441400
2020-03-30,164.919998,170.309998,163.570007,168.130005,161.369247,5621700
2020-03-31,166.839996,169.509995,165.000000,165.350006,158.701019,4519900
2020-04-01,160.220001,161.440002,156.350006,158.169998,151.809738,4668900
2020-04-02,155.000000,161.949997,155.000000,161.500000,155.005814,4803200
2020-04-03,160.309998,162.229996,156.149994,160.330002,153.882889,5050400
2020-04-06,169.199997,177.869995,168.240005,177.039993,169.920959,8330900
2020-04-07,184.529999,185.190002,175.160004,175.589996,168.529266,7848300
2020-04-08,175.009995,179.419998,174.100006,177.490005,170.352875,5665700
2020-04-09,180.729996,185.460007,179.619995,183.699997,176.313156,4901300
2020-04-13,182.679993,182.850006,176.910004,180.119995,172.877106,3182500
2020-04-14,183.750000,184.490005,181.839996,183.990005,176.591476,3863800
2020-04-15,178.740005,180.970001,177.270004,177.839996,170.688782,4961500
2020-04-16,177.000000,179.910004,172.270004,179.500000,172.282013,7120800
2020-04-17,182.320007,186.809998,180.229996,186.100006,178.616638,6467600
2020-04-20,184.449997,185.779999,181.550003,181.649994,174.345566,3856500
2020-04-21,177.369995,179.389999,176.100006,177.580002,170.439270,4758300
2020-04-22,180.750000,187.729996,180.750000,186.479996,178.981323,4243600
2020-04-23,186.160004,187.330002,181.320007,182.039993,174.719879,5050100
2020-04-24,183.259995,184.350006,180.860001,184.020004,176.620270,3319600
2020-04-27,185.149994,188.369995,184.770004,185.889999,178.415085,4048200
2020-04-28,190.000000,190.000000,185.570007,185.929993,178.453461,3805000
2020-04-29,188.529999,190.410004,186.880005,187.820007,180.267471,3465200
2020-04-30,182.000000,188.309998,180.759995,187.559998,180.017929,7127200
2020-05-01,184.000000,185.539993,182.149994,182.660004,175.314972,3764800
2020-05-04,181.309998,182.460007,178.869995,181.869995,174.556732,4027100
2020-05-05,183.529999,183.860001,179.110001,179.240005,172.032501,3828400
2020-05-06,180.600006,181.119995,176.860001,176.970001,169.853775,3916900
2020-05-07,179.500000,181.559998,178.300003,181.119995,173.836884,3039600
2020-05-08,183.199997,183.429993,179.910004,181.229996,173.942459,3411600
2020-05-11,179.369995,182.880005,178.520004,180.880005,173.606537,2631300
2020-05-12,181.970001,182.589996,176.440002,176.539993,169.441040,3610600
2020-05-13,176.179993,176.570007,171.009995,172.820007,165.870667,4729100
2020-05-14,170.199997,175.660004,167.850006,175.410004,168.356506,4868400
2020-05-15,173.050003,174.710007,171.679993,173.809998,166.820831,6879600
2020-05-18,180.059998,181.149994,178.110001,179.830002,172.598755,4653000
2020-05-19,180.119995,181.460007,178.070007,179.570007,172.349213,3365000
2020-05-20,182.000000,184.600006,180.570007,184.100006,176.697052,4920800
2020-05-21,184.179993,185.479996,182.110001,185.080002,177.637650,2913600
2020-05-22,184.479996,185.350006,183.179993,184.410004,176.994614,2475200
2020-05-26,189.589996,190.660004,184.240005,184.839996,177.407288,3990900
2020-05-27,188.740005,188.750000,185.270004,187.720001,180.171478,3993400
2020-05-28,189.419998,190.479996,186.720001,188.729996,181.140854,3567600
2020-05-29,187.429993,188.699997,185.710007,186.320007,180.020096,5717200
2020-06-01,186.710007,187.839996,185.600006,187.410004,181.073242,2168200
2020-06-02,188.399994,188.559998,186.089996,187.589996,181.247147,3125500
2020-06-03,188.470001,193.809998,188.089996,193.289993,186.754410,3881500
2020-06-04,192.320007,194.259995,191.619995,193.240005,186.706131,3469100
2020-06-05,198.000000,200.149994,196.270004,197.160004,190.493561,4728300
2020-06-08,195.679993,202.729996,195.639999,202.649994,195.797943,4443900
2020-06-09,200.369995,201.570007,199.009995,199.520004,192.773773,3728600
2020-06-10,199.130005,199.559998,195.669998,195.800003,189.179565,3459900
2020-06-11,190.899994,192.910004,186.330002,187.509995,181.169876,5796000
2020-06-12,191.669998,191.669998,185.449997,189.169998,182.773727,4108600
2020-06-15,184.600006,190.119995,184.139999,189.490005,183.082916,4499000
2020-06-16,192.000000,193.500000,187.509995,190.320007,183.884872,5434800
2020-06-17,191.919998,192.880005,190.419998,190.789993,184.338959,3154100
2020-06-18,190.009995,190.740005,187.889999,189.490005,183.082916,3153300
2020-06-19,192.289993,192.360001,186.529999,186.559998,180.251984,6267700
2020-06-22,186.000000,187.770004,184.889999,187.460007,181.121552,3223200
2020-06-23,189.550003,189.729996,186.320007,186.619995,180.309937,2951900
2020-06-24,184.960007,185.710007,181.339996,184.289993,178.058716,4146600
2020-06-25,183.509995,184.080002,180.330002,182.759995,176.580444,3145200
2020-06-26,182.369995,182.809998,178.880005,179.740005,173.662598,5107400
2020-06-29,180.570007,182.830002,179.169998,182.800003,176.619110,2622200
2020-06-30,182.919998,185.199997,181.889999,184.470001,178.232666,3163100
2020-07-01,184.949997,186.440002,183.720001,184.660004,178.416229,2193800
2020-07-02,187.000000,187.000000,182.860001,183.520004,177.314804,2690200
2020-07-06,186.000000,188.720001,184.139999,188.500000,182.126373,3171500
2020-07-07,187.369995,187.850006,185.250000,185.820007,179.537018,2399600
2020-07-08,185.500000,187.229996,184.750000,185.850006,179.565979,2776400
2020-07-09,186.220001,186.589996,182.619995,184.330002,178.097366,2333500
2020-07-10,183.779999,185.440002,183.009995,184.880005,178.628799,2714100
2020-07-13,185.600006,188.949997,184.710007,184.919998,178.667435,3221600
2020-07-14,185.089996,190.839996,184.729996,190.720001,184.271317,4138600
2020-07-15,193.899994,194.000000,189.880005,191.770004,185.285843,3735400
2020-07-16,191.119995,192.759995,190.149994,190.919998,184.464554,2111100
2020-07-17,191.339996,191.899994,190.130005,191.479996,185.005600,1972600
2020-07-20,190.899994,192.770004,190.369995,191.610001,185.131226,2157100
2020-07-21,192.330002,194.899994,192.000000,192.979996,186.454926,3505400
2020-07-22,193.210007,199.649994,193.050003,198.619995,191.904205,3484400
2020-07-23,198.460007,199.270004,196.009995,197.550003,190.870392,2702200
2020-07-24,196.889999,198.910004,195.729996,198.720001,192.000839,2199900
2020-07-27,199.039993,202.520004,198.710007,201.250000,194.445282,4541700
2020-07-28,198.600006,199.889999,195.500000,196.240005,189.604675,6051000
2020-07-29,196.300003,198.460007,195.710007,196.210007,189.575684,3342900
2020-07-30,195.000000,196.399994,192.919998,195.410004,188.802750,2705700
2020-07-31,194.149994,194.679993,191.639999,194.279999,187.710938,3194700
2020-08-03,194.330002,195.600006,193.589996,194.399994,187.826889,3143500
2020-08-04,194.949997,199.699997,194.339996,199.360001,192.619171,3699900
2020-08-05,200.000000,200.500000,197.910004,199.259995,192.522552,2259600
2020-08-06,198.779999,203.600006,198.369995,203.179993,196.310013,3158900
2020-08-07,203.360001,205.160004,203.289993,204.600006,197.682022,2980000
2020-08-10,204.350006,205.160004,202.539993,204.119995,197.218231,2783600
2020-08-11,205.000000,207.419998,204.250000,205.000000,198.068481,2478400
2020-08-12,206.860001,207.399994,205.380005,206.020004,199.053986,2167100
2020-08-13,205.960007,207.250000,205.350006,206.490005,199.508102,1795000
2020-08-14,205.949997,207.330002,205.199997,207.029999,200.029861,2060200
2020-08-17,206.940002,209.500000,206.850006,208.669998,201.614380,2619000
2020-08-18,209.259995,210.429993,207.229996,210.320007,203.208618,2921500
2020-08-19,210.220001,211.169998,208.639999,209.509995,202.425995,2711100
2020-08-20,208.119995,210.990005,208.100006,209.880005,202.783478,2084900
2020-08-21,209.960007,212.190002,209.259995,211.570007,204.416351,3484800
2020-08-24,212.259995,213.500000,210.929993,212.619995,205.430832,2463900
2020-08-25,213.960007,214.190002,212.220001,212.649994,205.459824,2302400
2020-08-26,212.089996,214.419998,211.600006,213.759995,206.532288,2316700
2020-08-27,214.339996,216.100006,212.100006,212.190002,205.015366,3226800
2020-08-28,212.820007,216.710007,211.770004,214.910004,207.643402,3212500
2020-08-31,213.520004,214.990005,212.809998,213.520004,207.507355,2900900
2020-09-01,210.839996,213.610001,210.580002,212.690002,206.700714,2926700
2020-09-02,213.250000,217.130005,212.690002,216.229996,210.141052,4092000
2020-09-03,218.110001,218.110001,211.899994,213.800003,207.779465,3126700
2020-09-04,215.289993,217.779999,210.759995,211.729996,205.767746,3828600
2020-09-08,211.179993,216.300003,211.059998,213.580002,207.565674,4107600
2020-09-09,215.000000,218.169998,214.440002,215.710007,209.635696,3213200
2020-09-10,215.720001,219.479996,215.720001,217.240005,211.122604,3325600
2020-09-11,217.690002,219.179993,216.279999,218.000000,211.861191,3616500
2020-09-14,219.720001,222.589996,219.339996,220.559998,214.349121,2543800
2020-09-15,221.759995,223.639999,221.399994,222.369995,216.108124,2640700
2020-09-16,222.169998,226.720001,221.300003,224.809998,218.479416,3463700
2020-09-17,223.699997,223.729996,220.500000,222.580002,216.312241,3376600
2020-09-18,221.619995,223.570007,220.130005,220.270004,214.067276,3861400
2020-09-21,217.139999,218.050003,213.399994,216.410004,210.315979,2831800
2020-09-22,216.429993,216.960007,214.550003,216.410004,210.315979,2475600
2020-09-23,217.669998,219.690002,214.240005,214.970001,208.916519,2777700
2020-09-24,214.750000,218.410004,213.589996,216.119995,210.034134,1727000
2020-09-25,215.300003,219.250000,213.649994,218.179993,212.036118,2196800
2020-09-28,220.000000,221.979996,219.020004,220.259995,214.057541,2111700
2020-09-29,220.419998,220.960007,218.479996,218.679993,212.522034,1731700
2020-09-30,218.869995,222.199997,218.410004,219.490005,213.309235,3034100
2020-10-01,221.589996,223.000000,217.789993,219.589996,213.406433,2443000
2020-10-02,217.509995,223.350006,217.100006,222.669998,216.399689,3833100
2020-10-05,224.860001,226.500000,224.009995,226.070007,219.703949,2913800
2020-10-06,226.830002,228.660004,223.600006,224.089996,217.779709,2453600
2020-10-07,225.580002,228.410004,225.130005,226.479996,220.102417,1972500
2020-10-08,226.089996,227.080002,224.289993,225.800003,219.441559,3195800
2020-10-09,226.940002,227.220001,223.119995,224.830002,218.498871,3237700
2020-10-12,224.809998,226.509995,223.119995,226.110001,219.742813,2412400
2020-10-13,225.699997,228.580002,224.929993,227.350006,220.947922,2098900
2020-10-14,228.410004,229.479996,227.350006,227.619995,221.210297,1862600
2020-10-15,226.149994,230.000000,225.589996,229.639999,223.173416,2177300
2020-10-16,229.770004,231.910004,229.149994,229.369995,222.911011,2162800
2020-10-19,229.550003,231.020004,225.169998,226.000000,219.635925,2009500
2020-10-20,226.740005,230.000000,226.429993,227.449997,221.045090,1883200
2020-10-21,227.229996,229.490005,227.210007,228.190002,221.764252,1518200
